"","X","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"2142",66176,2,6,5,6,4,5,4,4,4,6,1,3,3,4,4,2,2,4,6,1,3,3,5,6,2,1,2,48
"2143",66181,1,6,6,6,6,6,5,5,1,1,3,5,4,6,3,2,4,4,2,5,4,4,4,6,2,2,3,20
"2144",66187,1,4,4,3,4,2,3,3,3,5,4,4,4,4,4,2,2,1,3,1,6,2,4,6,4,1,5,29
"2145",66188,2,5,5,5,5,5,5,4,1,2,2,2,4,5,5,2,3,3,2,2,4,3,4,4,4,2,3,19
"2146",66190,1,5,4,4,4,4,5,4,1,3,1,4,4,3,5,5,5,4,3,4,NA,2,5,6,3,2,3,20
"2147",66191,3,5,4,2,2,4,4,5,1,2,3,3,5,4,6,3,4,4,3,3,6,2,5,6,1,2,3,21
"2148",66195,1,6,5,6,5,5,5,2,2,4,2,2,4,5,4,1,2,2,2,NA,6,2,5,6,2,2,3,19
"2149",66198,4,5,5,5,6,5,2,5,1,2,6,2,2,6,5,5,6,5,3,1,4,4,2,5,4,1,3,31
"2150",66199,2,4,4,5,4,5,5,4,2,2,4,5,3,4,4,2,2,2,2,3,4,5,4,4,3,1,5,26
"2151",66201,5,6,NA,6,6,6,6,6,1,1,6,1,3,5,6,6,6,1,1,1,6,6,4,4,4,1,3,34
"2152",66204,2,5,4,6,4,4,3,6,1,2,4,4,2,5,1,1,4,1,2,1,5,5,4,6,1,2,3,19
"2153",66205,2,6,6,6,6,4,5,4,1,1,1,2,4,6,5,1,3,1,1,2,5,3,5,5,5,2,3,19
"2154",66210,1,6,5,6,6,2,5,6,1,2,2,4,5,4,4,1,2,1,2,4,3,4,2,6,4,2,3,20
"2155",66212,1,6,4,3,5,5,3,4,4,4,4,4,4,5,3,1,3,5,4,4,5,1,5,6,1,1,2,34
"2156",66215,1,5,5,5,6,4,4,4,2,4,1,2,4,6,2,2,2,3,2,5,3,2,5,4,2,2,3,20
"2157",66216,2,5,6,6,6,4,5,3,1,2,3,1,4,6,1,5,4,2,6,5,6,1,5,6,2,2,2,28
"2158",66218,1,5,5,4,4,5,2,4,2,6,2,3,2,3,2,3,4,5,5,2,6,1,4,5,4,1,2,27
"2159",66219,4,4,4,4,2,5,5,3,2,5,3,4,2,2,4,4,5,4,4,3,5,1,5,5,1,1,5,36
"2160",66224,4,3,2,3,4,5,4,4,3,4,5,2,2,3,3,1,1,1,1,1,6,1,6,6,1,2,1,19
"2161",66225,1,5,3,4,5,5,5,5,2,3,4,2,3,5,5,1,2,1,2,1,4,6,3,4,4,1,4,26
"2162",66227,5,3,2,5,3,6,6,4,1,6,6,6,2,1,3,4,6,5,6,6,4,6,2,6,1,2,2,42
"2163",66231,4,5,6,6,5,5,5,6,1,4,NA,4,6,5,5,1,2,4,5,1,5,5,5,6,4,1,5,32
"2164",66233,1,6,6,6,6,5,4,4,2,3,4,2,6,6,6,2,1,4,1,1,6,1,5,5,3,2,3,31
"2165",66234,3,5,5,6,5,3,4,3,2,4,1,3,4,5,4,2,2,1,2,2,4,4,5,4,2,1,3,20
"2166",66237,5,5,6,6,5,5,4,5,2,2,4,5,4,2,3,6,5,5,3,1,5,6,4,6,4,1,3,19
"2167",66244,1,6,5,6,5,4,4,5,2,3,4,2,3,5,2,1,1,1,1,3,4,3,4,5,2,2,3,19
"2168",66245,3,4,4,4,4,5,5,4,4,4,5,5,3,3,4,3,4,4,4,4,3,1,4,5,3,1,4,24
"2169",66246,2,5,5,4,3,3,2,4,3,2,6,6,2,2,3,2,2,2,3,1,6,2,5,5,3,2,3,19
"2170",66247,2,6,5,6,4,2,3,3,4,5,3,4,3,4,2,3,5,4,4,4,3,5,3,6,4,2,3,22
"2171",66251,2,5,5,4,3,4,4,4,4,5,1,3,4,3,5,5,5,5,4,2,6,2,5,4,1,2,5,40
"2172",66253,4,6,4,6,5,4,6,5,3,2,4,4,4,5,4,2,3,4,4,2,4,1,4,5,3,2,3,24
"2173",66255,1,5,5,6,5,4,5,6,2,3,3,4,4,5,4,2,2,2,1,4,4,4,4,3,3,2,3,20
"2174",66256,3,5,5,3,5,6,4,4,3,5,5,4,3,2,4,2,3,4,5,2,3,3,5,5,2,2,4,31
"2175",66257,1,6,6,6,5,6,6,5,1,2,2,5,5,5,5,2,5,4,2,4,5,2,5,5,2,2,3,18
"2176",66259,2,5,5,6,NA,5,6,5,1,NA,2,NA,5,5,5,4,NA,4,2,1,5,1,5,5,1,2,3,26
"2177",66264,2,5,6,5,6,4,5,5,1,2,2,5,4,5,5,1,2,1,2,4,6,5,NA,6,2,2,3,25
"2178",66265,5,6,6,6,5,6,6,6,2,4,4,2,5,5,6,3,4,4,3,4,5,2,6,5,2,2,3,19
"2179",66266,1,5,4,4,4,6,4,5,1,2,6,4,1,2,2,1,1,1,5,1,4,1,5,5,2,2,3,20
"2180",66271,1,6,6,6,5,5,6,5,1,2,1,1,4,5,5,1,2,1,1,2,4,1,4,6,1,2,3,20
"2181",66272,2,6,1,6,5,4,6,5,2,3,2,3,5,1,4,4,4,2,3,2,4,4,5,6,2,2,3,20
"2182",66273,1,6,6,6,5,6,5,6,2,4,1,2,5,5,6,4,4,4,4,4,5,3,5,5,2,2,3,34
"2183",66274,3,4,6,6,6,3,3,2,3,3,1,1,5,6,4,4,4,3,2,5,5,4,6,4,2,2,1,16
"2184",66277,2,5,4,6,5,5,5,5,2,2,2,2,5,5,5,2,3,5,5,4,5,2,6,5,1,2,3,20
"2185",66278,1,6,5,1,5,3,2,2,4,6,5,5,3,4,5,2,4,4,5,2,4,4,3,6,1,2,4,24
"2186",66279,2,5,4,6,4,4,4,3,3,3,4,5,3,4,3,2,3,4,5,3,4,2,4,5,2,2,3,20
"2187",66281,1,6,6,6,5,4,4,4,3,1,3,3,5,5,5,3,3,1,1,2,5,3,5,4,2,2,3,19
"2188",66283,3,5,2,4,5,6,1,6,3,2,2,2,2,6,5,1,6,1,1,6,5,2,6,5,2,1,3,20
"2189",66286,1,6,5,6,4,6,6,6,1,2,4,6,2,1,5,5,6,6,4,6,4,4,2,5,2,2,3,27
"2190",66288,4,4,5,3,4,4,6,5,2,3,3,4,5,5,5,6,6,5,6,6,6,1,6,6,2,2,3,21
"2191",66289,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,2,5,5,4,4,5,1,5,28
"2192",66291,1,5,6,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,1,2,4,43
"2193",66294,1,5,6,5,5,2,6,3,1,5,2,3,5,4,4,1,2,1,2,1,4,2,5,6,2,1,3,19
"2194",66295,2,3,4,4,4,3,3,3,3,3,4,2,5,3,4,1,2,3,2,1,6,2,5,5,2,2,4,44
"2195",66297,1,6,5,6,5,4,4,3,4,5,4,5,4,4,3,3,4,1,2,3,6,2,5,6,2,1,NA,14
"2196",66299,1,6,5,6,6,4,3,4,3,5,2,4,4,5,3,3,3,1,3,2,5,4,3,6,2,2,3,18
"2197",66304,2,5,5,5,5,4,3,5,2,4,3,4,3,5,4,3,4,1,3,4,4,2,3,5,2,2,4,56
"2198",66306,3,5,5,6,4,4,4,4,2,4,2,3,4,5,5,1,3,2,2,3,4,1,3,4,4,2,2,20
"2199",66307,1,6,5,6,5,5,5,4,3,3,1,2,4,6,5,1,2,2,2,2,5,4,5,6,3,2,3,19
"2200",66309,4,4,5,4,4,6,6,1,4,6,2,5,4,1,2,5,5,3,6,5,5,1,6,6,1,1,5,51
"2201",66311,1,6,4,6,4,5,6,6,2,2,4,4,5,4,6,2,5,1,2,1,6,1,6,5,2,2,3,25
"2202",66312,5,6,6,6,5,5,4,3,3,4,4,5,4,6,3,1,2,5,2,2,5,3,5,6,2,2,3,20
"2203",66314,3,5,5,6,6,6,5,6,2,1,1,1,4,6,5,2,2,1,1,2,5,3,4,5,3,2,3,19
"2204",66317,3,3,2,6,2,5,5,5,3,3,5,5,4,2,5,2,1,1,2,1,4,1,4,5,3,2,NA,17
"2205",66318,2,6,5,6,5,5,5,5,2,4,3,6,4,3,5,3,5,5,4,6,4,4,3,6,5,2,3,20
"2206",66323,3,6,5,6,5,4,5,5,4,3,5,4,4,5,3,2,3,5,4,2,4,4,4,3,3,2,4,24
"2207",66324,2,5,4,4,4,3,2,4,2,4,2,3,4,5,5,3,4,4,4,3,6,1,6,6,1,2,3,20
"2208",66325,1,5,6,4,6,5,5,4,2,5,2,4,5,4,6,2,2,2,5,1,6,2,6,6,1,1,5,58
"2209",66326,2,5,5,6,4,5,5,5,3,2,2,6,2,2,5,1,2,3,2,3,NA,5,5,5,2,2,3,34
"2210",66329,2,5,4,6,5,4,4,4,2,3,2,3,5,5,5,2,2,2,2,3,4,3,4,4,3,2,3,20
"2211",66331,4,4,2,5,2,5,4,6,1,1,5,4,2,3,5,6,1,5,4,3,6,2,4,5,2,1,3,28
"2212",66337,1,6,6,5,5,2,1,2,5,5,1,2,5,5,4,1,3,3,3,4,6,1,6,6,1,2,5,25
"2213",66341,2,5,4,5,3,4,4,4,2,2,3,3,3,3,5,5,5,5,5,5,5,3,3,5,3,2,3,30
"2214",66344,1,6,6,6,5,4,2,2,4,4,2,1,4,6,5,2,3,2,1,2,6,2,5,5,1,2,3,49
"2215",66346,1,5,6,6,5,5,5,5,2,2,3,4,4,2,5,2,NA,2,4,4,6,1,6,6,1,2,5,26
"2216",66348,4,6,4,6,4,3,6,4,1,3,2,4,4,3,5,3,5,5,4,4,6,1,6,5,2,2,3,26
"2217",66349,1,6,6,6,6,5,6,6,1,1,6,4,1,4,1,1,1,1,2,6,5,4,4,1,6,2,3,48
"2218",66357,2,5,4,4,3,5,3,4,4,4,6,5,3,3,4,2,4,4,2,2,4,2,2,6,1,1,NA,17
"2219",66360,2,5,6,6,6,3,6,3,3,4,1,1,3,6,6,3,4,3,1,3,6,2,6,5,2,2,3,22
"2220",66364,1,6,6,6,6,1,1,5,2,6,1,1,1,6,6,1,1,1,1,1,6,1,6,6,1,2,5,45
"2221",66368,2,5,5,6,4,4,NA,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"2222",66370,2,5,5,6,4,5,4,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"2223",66371,2,5,5,6,4,5,4,2,3,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"2224",66372,2,5,5,6,4,5,5,2,2,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"2225",66373,2,5,5,6,5,5,6,2,3,3,4,2,6,4,2,3,3,5,6,2,6,3,6,6,1,1,2,22
"2226",66376,4,6,5,4,5,2,5,4,3,2,4,2,3,5,5,5,4,1,4,2,6,4,5,5,2,1,2,30
"2227",66381,6,2,5,2,2,4,2,2,4,3,6,6,2,1,4,1,2,2,1,1,6,1,5,6,3,1,3,19
"2228",66382,2,3,4,3,4,6,5,4,2,2,3,2,5,3,6,4,4,3,2,1,6,1,6,4,1,2,4,34
"2229",66389,3,5,4,5,2,4,5,2,3,2,4,2,4,4,6,3,4,4,2,2,5,3,4,4,3,1,2,52
"2230",66391,1,6,5,1,3,6,6,5,1,4,1,6,4,5,6,1,5,1,6,5,6,3,5,6,2,2,3,19
"2231",66392,1,6,6,2,5,4,5,4,1,1,NA,1,4,3,6,5,4,1,4,5,4,1,4,6,1,2,3,31
"2232",66396,2,5,4,5,4,4,4,4,3,4,2,4,4,5,3,4,4,4,4,3,4,2,5,5,2,1,3,21
"2233",66399,3,6,5,4,5,4,3,5,2,3,1,3,4,4,6,4,4,4,3,4,5,5,6,4,2,1,3,22
"2234",66402,6,5,5,3,3,5,4,4,1,3,6,4,3,2,2,1,3,4,5,3,5,2,4,5,1,2,3,21
"2235",66403,1,4,4,2,2,4,3,4,4,6,4,5,2,1,2,5,5,5,5,4,5,3,5,6,2,2,3,19
"2236",66404,1,6,6,4,4,5,5,5,2,4,4,4,4,4,4,3,4,3,3,3,6,1,5,6,1,2,5,30
"2237",66405,1,5,6,4,6,3,2,3,4,4,1,1,6,6,5,5,2,4,4,2,6,3,4,5,NA,2,4,32
"2238",66406,2,6,4,5,4,6,6,6,3,1,4,1,4,5,5,2,2,1,1,2,6,1,6,5,2,2,3,25
"2239",66408,2,5,6,6,5,6,6,5,1,1,4,1,5,6,5,2,2,2,1,2,6,3,6,5,4,2,3,18
"2240",66409,3,6,6,3,5,6,5,4,1,1,1,1,6,5,6,3,4,2,1,1,6,1,6,2,2,2,5,33
"2241",66410,2,3,4,2,3,3,5,4,4,6,6,4,2,2,4,4,5,5,5,2,5,3,5,5,1,1,4,30
"2242",66413,2,2,3,5,5,4,2,3,4,5,5,6,1,2,NA,2,3,2,4,5,6,2,5,6,2,2,4,47
"2243",66415,5,5,6,6,5,5,6,4,2,3,1,2,5,6,6,4,4,4,3,4,4,4,5,4,2,2,4,27
"2244",66419,4,4,5,4,5,3,3,3,4,4,6,2,4,5,4,3,4,5,3,2,3,4,3,4,4,2,3,39
"2245",66421,1,5,5,6,4,4,4,5,2,1,3,3,4,4,4,2,2,5,2,3,5,3,4,5,2,2,3,21
"2246",66425,1,6,3,3,4,6,3,6,NA,3,3,2,3,5,4,2,4,5,3,1,4,4,5,6,4,2,3,20
"2247",66429,3,5,4,6,4,5,5,5,2,2,4,4,4,4,4,3,3,2,4,2,5,2,4,6,3,2,3,20
"2248",66431,1,6,5,6,5,5,5,5,1,1,6,4,4,5,5,1,4,4,1,2,5,1,5,6,1,2,4,31
"2249",66434,2,2,5,5,5,5,5,5,2,2,2,2,5,5,4,2,2,2,2,2,4,4,4,4,3,1,3,18
"2250",66437,1,6,6,6,6,5,6,6,2,3,1,2,4,5,5,5,4,5,3,2,4,3,4,5,2,2,3,29
"2251",66438,1,6,5,6,5,3,4,4,2,2,2,4,4,3,3,2,2,1,4,3,4,2,4,4,3,2,NA,16
"2252",66439,4,5,5,6,6,5,2,5,2,3,1,1,5,5,4,2,2,4,1,1,4,3,3,2,2,2,2,20
"2253",66440,1,5,5,5,6,1,2,5,5,6,2,1,4,3,1,1,1,1,2,1,5,5,2,2,1,2,3,21
"2254",66441,2,5,6,6,5,4,4,4,4,4,2,4,3,5,3,1,3,3,3,5,4,3,4,5,1,2,3,20
"2255",66444,4,4,3,4,5,5,5,2,1,2,4,1,1,5,4,1,1,1,1,3,3,4,4,4,2,2,4,33
"2256",66445,3,6,6,6,2,3,5,5,2,3,1,2,5,6,5,2,4,2,1,2,5,5,3,4,3,2,3,19
"2257",66447,5,3,2,4,4,4,6,5,2,2,2,3,5,5,5,5,5,3,2,4,6,3,5,2,3,2,3,20
"2258",66450,4,5,5,4,5,4,5,5,2,2,2,2,4,4,5,2,2,2,2,2,6,2,4,5,2,2,5,51
"2259",66451,1,5,6,6,6,2,4,4,1,2,3,1,5,5,5,1,1,1,1,1,4,1,3,5,3,2,3,30
"2260",66459,3,5,4,4,5,4,3,5,3,3,5,4,4,4,4,3,5,2,2,2,4,2,4,5,2,1,3,20
"2261",66463,1,5,6,4,5,2,5,4,3,6,4,6,3,2,2,1,3,3,2,2,4,2,4,6,1,1,1,22
"2262",66464,1,4,5,6,4,4,5,5,5,5,6,5,4,5,3,4,5,3,6,4,6,4,4,4,3,1,1,18
"2263",66469,1,6,6,5,6,4,4,3,2,4,2,1,6,6,5,1,2,1,3,2,5,2,6,3,1,1,2,34
"2264",66472,4,4,6,6,5,6,4,4,4,6,1,3,5,5,4,1,2,3,6,2,2,3,3,5,5,1,1,23
"2265",66474,5,6,5,6,6,5,5,6,4,2,5,5,5,5,5,5,4,4,4,5,5,6,4,6,3,2,3,23
"2266",66475,1,4,5,3,3,6,6,4,2,6,1,4,4,2,2,3,4,2,6,5,6,6,6,6,3,1,2,29
"2267",66476,1,6,3,5,6,6,5,6,1,4,4,4,5,4,2,4,5,6,2,4,5,1,5,6,1,2,3,21
"2268",66483,1,5,5,6,6,5,5,4,1,2,3,1,4,5,4,1,2,1,2,2,4,5,4,5,4,2,4,24
"2269",66484,1,6,6,6,6,1,5,6,3,4,4,1,5,5,6,1,1,1,1,1,6,4,5,5,2,2,3,50
"2270",66485,4,5,4,6,5,4,6,5,1,1,2,3,4,6,5,1,1,1,1,1,5,1,6,3,3,2,3,24
"2271",66486,1,6,6,6,5,5,NA,5,1,2,3,2,3,3,2,2,2,1,2,4,3,2,5,6,1,2,3,42
"2272",66487,2,5,2,1,2,NA,5,4,1,6,3,5,2,3,5,1,5,5,2,1,4,3,2,2,4,2,1,25
"2273",66488,6,5,5,4,5,6,4,5,4,5,3,5,4,5,4,4,5,6,4,5,6,1,5,NA,1,2,2,26
"2274",66491,2,5,5,5,6,4,4,5,4,4,4,4,4,5,4,3,2,4,3,4,4,6,2,4,4,2,3,19
"2275",66492,2,5,5,6,4,2,2,4,3,2,3,3,2,4,4,2,2,2,3,4,3,2,4,4,2,2,3,39
"2276",66493,2,4,2,6,4,3,5,5,3,4,1,3,4,5,6,4,5,3,4,6,4,4,4,5,3,2,1,18
"2277",66495,1,6,6,6,6,6,6,4,1,4,1,2,5,6,5,2,3,3,2,4,5,3,4,5,1,2,5,42
"2278",66496,2,4,5,5,6,6,4,4,2,4,5,4,2,3,2,1,2,2,2,5,2,5,2,5,2,2,5,40
"2279",66497,3,4,5,5,3,4,5,5,3,3,5,2,2,6,2,3,2,3,4,2,3,5,3,4,3,2,1,20
"2280",66498,1,5,5,5,6,3,5,2,2,4,3,2,3,5,3,2,2,2,3,4,4,4,4,4,4,2,3,57
"2281",66499,2,2,2,4,1,5,5,5,2,3,4,5,3,2,4,3,5,2,2,4,6,2,3,6,1,1,3,19
"2282",66500,2,2,1,6,4,6,6,6,1,1,5,5,3,1,2,4,5,2,4,4,4,1,1,6,1,2,3,26
"2283",66501,1,6,5,6,4,5,5,5,1,2,3,3,3,4,4,2,3,3,1,2,6,2,4,5,2,2,3,22
"2284",66503,1,5,6,6,5,6,4,6,4,2,3,3,3,5,6,2,1,1,1,6,4,1,5,5,4,2,3,19
"2285",66504,3,4,4,2,5,6,6,4,2,5,2,2,5,2,5,6,5,6,6,6,5,6,4,6,5,2,2,29
"2286",66506,2,3,5,4,5,5,4,5,2,3,2,2,6,6,6,3,4,2,2,1,5,2,4,6,2,1,3,21
"2287",66507,4,4,2,5,3,6,6,6,1,2,5,3,4,4,2,2,2,1,1,1,3,5,3,5,4,1,3,18
"2288",66509,1,6,6,6,6,6,1,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,5,2,1,2,3,63
"2289",66511,1,6,5,6,4,6,5,5,2,4,2,6,2,3,5,1,4,4,4,3,5,3,6,6,1,2,4,25
"2290",66512,2,6,5,6,5,6,6,6,1,1,1,1,5,6,6,2,5,1,1,1,6,2,6,5,3,2,4,25
"2291",66513,2,NA,6,4,6,5,3,5,1,1,1,1,4,6,5,1,4,1,1,2,5,3,5,5,3,1,3,23
"2292",66514,2,5,3,6,3,4,3,3,5,4,6,6,3,3,1,1,2,3,4,1,4,2,4,5,2,2,NA,17
"2293",66517,2,4,4,5,5,6,6,5,2,4,3,4,3,2,5,4,5,5,6,5,5,2,4,6,1,2,4,48
"2294",66520,4,5,6,4,5,3,1,3,1,2,1,2,5,6,4,4,2,2,3,1,5,6,2,6,1,1,3,20
"2295",66522,3,5,4,6,5,5,5,4,2,3,1,1,4,6,5,3,3,5,2,3,5,4,5,5,3,2,3,19
"2296",66525,4,4,5,4,5,5,5,5,3,5,2,5,4,5,4,4,5,5,4,5,2,4,3,6,4,2,3,37
"2297",66526,1,5,6,5,4,5,5,4,1,3,2,2,3,5,5,2,2,2,1,4,3,4,4,4,2,2,3,20
"2298",66528,2,5,4,3,5,4,2,5,2,2,2,2,4,6,5,2,2,1,2,2,3,3,4,3,4,1,3,20
"2299",66529,1,4,4,5,6,6,5,6,1,1,2,2,6,5,5,2,4,3,1,4,6,1,6,6,1,2,3,33
"2300",66531,3,5,4,4,2,3,4,6,3,3,1,3,3,4,5,2,4,1,1,3,5,4,4,2,3,2,3,20
"2301",66532,3,4,4,5,3,5,5,5,3,3,3,4,5,4,5,3,3,4,4,4,5,3,5,4,3,1,3,18
"2302",66533,2,6,5,3,6,5,6,4,5,4,4,5,3,3,2,2,2,3,3,6,5,3,5,6,1,2,1,18
"2303",66534,2,6,4,6,4,5,5,5,4,6,3,4,4,4,5,4,4,2,2,2,5,5,5,4,4,2,3,20
"2304",66538,3,4,3,6,4,3,3,5,3,2,NA,4,3,3,6,3,2,3,2,5,6,2,6,6,2,2,4,36
"2305",66540,1,6,6,6,6,6,4,6,1,2,1,2,2,6,3,1,1,1,1,2,4,4,4,6,6,2,3,23
"2306",66545,2,4,3,2,4,5,5,5,3,5,4,4,4,2,5,4,4,5,5,4,5,3,4,6,3,1,3,25
"2307",66546,6,NA,NA,NA,4,6,NA,NA,NA,4,NA,4,NA,6,NA,NA,4,6,NA,NA,NA,4,NA,6,NA,1,NA,17
"2308",66549,2,5,6,6,6,5,5,5,4,4,1,1,5,6,5,1,1,1,1,3,5,5,5,5,1,2,3,48
"2309",66550,1,5,5,5,5,5,5,4,2,4,6,2,4,5,5,1,4,2,5,3,6,1,5,6,3,2,1,44
"2310",66551,2,5,5,2,5,5,5,4,3,3,2,3,3,3,5,2,4,2,4,3,4,3,4,5,3,2,1,46
"2311",66552,1,4,6,6,2,6,6,3,2,1,6,6,3,2,2,2,3,2,6,6,6,2,3,6,3,1,3,19
"2312",66553,4,6,5,6,6,4,5,6,1,1,2,2,5,5,2,2,2,6,3,1,6,1,4,3,4,2,3,23
"2313",66554,6,1,1,6,1,6,5,6,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,3,23
"2314",66560,3,5,NA,4,4,4,4,5,3,4,6,4,NA,2,4,2,3,2,3,2,4,3,4,4,4,1,2,20
"2315",66562,1,6,6,6,6,6,5,5,1,4,1,1,2,5,6,6,6,5,4,1,6,1,6,6,1,1,4,56
"2316",66563,4,6,2,2,4,5,4,4,2,4,2,NA,5,4,6,5,5,6,4,2,5,2,5,5,2,2,5,28
"2317",66564,1,4,4,1,6,5,4,4,4,6,1,1,4,6,6,5,6,4,6,6,5,1,6,2,4,2,1,17
"2318",66566,3,4,3,1,4,2,2,1,4,5,4,5,1,2,5,4,4,3,6,5,6,1,6,6,1,1,4,22
"2319",66568,5,4,5,6,3,4,5,6,2,1,1,3,3,5,6,4,6,4,4,4,6,6,6,3,4,2,5,25
"2320",66569,2,4,6,4,6,5,5,4,1,2,2,1,6,5,6,1,2,2,1,1,6,1,6,5,1,2,4,44
"2321",66570,4,4,4,4,4,4,5,4,4,5,2,4,5,4,4,3,5,3,3,4,4,5,4,5,3,1,3,36
"2322",66572,5,5,4,6,4,3,5,5,3,1,6,3,4,5,2,1,1,1,1,2,5,1,4,5,1,1,4,36
"2323",66574,4,4,3,4,2,3,3,4,5,5,3,5,4,4,5,5,5,4,5,5,4,4,4,6,4,1,3,26
"2324",66575,6,6,6,6,6,6,4,1,2,1,1,1,6,6,6,6,6,6,1,4,6,1,6,3,1,2,3,27
"2325",66576,1,6,5,5,5,3,4,6,4,5,1,5,4,5,4,5,5,5,6,6,5,4,4,5,2,1,4,27
"2326",66582,1,5,4,5,2,4,4,4,1,4,2,5,1,4,4,5,5,4,5,4,5,2,5,5,1,2,3,24
"2327",66583,1,4,4,2,2,5,3,6,2,6,5,6,1,1,1,5,6,6,5,6,5,5,4,6,2,2,5,33
"2328",66585,2,5,4,6,4,4,3,5,3,4,3,5,3,3,4,2,4,2,3,5,2,4,4,4,5,2,3,19
"2329",66588,1,6,6,6,5,4,6,6,1,3,4,4,5,4,6,2,2,2,NA,5,6,4,5,5,2,2,3,45
"2330",66589,3,4,5,6,NA,5,5,5,4,3,5,4,4,3,4,2,3,4,5,4,5,4,4,4,3,1,3,23
"2331",66591,2,3,3,5,4,5,5,3,3,4,4,4,4,5,3,3,4,5,4,4,4,3,4,5,2,2,3,22
"2332",66596,1,5,5,6,5,5,5,5,2,1,3,5,4,2,6,2,5,2,2,3,5,1,5,6,2,1,4,35
"2333",66598,2,6,6,6,6,5,6,6,1,2,1,2,5,6,5,1,2,2,2,4,5,3,5,6,3,2,3,20
"2334",66601,5,4,4,6,3,3,4,5,3,NA,4,3,3,2,3,2,4,4,5,3,5,3,4,4,3,1,3,42
"2335",66604,1,6,6,5,6,5,5,4,1,2,2,3,4,5,5,2,2,5,4,3,6,2,4,6,2,2,4,34
"2336",66605,4,4,6,3,6,5,5,2,4,6,2,3,6,6,4,3,4,5,2,3,6,5,6,6,1,2,1,24
"2337",66606,4,4,5,4,5,6,5,4,2,2,4,5,5,5,4,2,2,2,2,2,6,1,5,6,1,1,3,29
"2338",66607,2,6,5,6,5,4,6,5,3,3,2,3,4,5,4,2,3,4,2,3,5,3,4,5,3,2,3,21
"2339",66609,3,5,3,3,4,5,5,5,4,4,4,4,2,2,4,2,4,4,4,4,4,2,5,5,2,2,5,27
"2340",66610,5,4,4,5,2,4,5,3,5,6,2,6,2,5,4,5,6,4,5,4,4,2,5,5,2,2,2,22
"2341",66612,2,5,4,4,5,6,6,5,2,6,5,5,3,3,6,4,4,5,6,1,5,1,4,5,1,2,4,28
"2342",66615,2,4,5,6,4,5,5,2,3,3,2,NA,5,5,5,2,3,2,3,1,6,1,5,3,3,1,5,41
"2343",66617,4,5,6,6,5,6,6,4,2,4,2,4,5,5,5,2,4,2,4,4,6,1,5,6,1,2,5,48
"2344",66619,3,5,2,6,2,6,5,5,1,1,5,5,4,5,4,5,4,2,1,1,5,2,5,5,1,1,3,31
"2345",66620,1,5,5,5,5,5,5,4,3,6,5,6,4,5,4,5,6,4,5,6,5,2,5,5,2,1,4,52
"2346",66621,1,6,6,6,6,6,6,6,1,1,6,6,3,1,4,6,6,6,6,6,6,4,2,6,1,2,1,41
"2347",66622,3,4,5,5,4,4,2,2,5,5,1,1,4,6,5,4,5,4,2,4,4,1,3,3,2,2,4,22
"2348",66623,3,3,3,4,5,4,5,3,3,5,3,2,4,5,4,2,2,4,3,2,6,2,4,5,4,1,4,48
"2349",66630,2,5,5,6,5,4,3,5,3,2,1,2,4,6,6,2,2,3,2,1,5,5,4,5,2,2,4,30
"2350",66635,5,2,5,6,2,2,5,2,5,6,5,5,3,4,2,NA,5,6,5,5,6,1,5,6,5,1,5,39
"2351",66637,3,3,3,6,4,3,4,5,3,2,3,3,4,5,3,2,4,2,5,5,3,4,3,4,3,1,3,37
"2352",66638,4,2,1,2,2,5,4,3,2,2,3,6,3,4,5,2,2,2,2,1,6,1,5,6,2,2,NA,16
"2353",66642,3,6,6,4,3,5,6,5,4,3,6,5,4,6,5,6,6,4,5,5,4,5,4,5,5,2,2,17
"2354",66645,2,5,5,5,5,6,4,4,3,3,4,6,3,3,4,3,4,3,4,3,5,2,4,4,2,2,4,37
"2355",66646,1,6,6,6,6,6,5,5,2,5,2,2,4,6,5,1,2,1,2,2,6,2,5,5,1,2,5,61
"2356",66647,1,6,6,6,5,5,5,5,4,4,5,3,6,2,2,4,5,4,4,6,4,5,NA,5,6,2,1,14
"2357",66648,1,6,5,6,4,5,5,2,2,2,4,2,4,5,5,2,3,1,1,1,5,2,6,5,1,1,3,20
"2358",66649,4,4,4,3,3,5,4,4,1,4,1,2,3,4,5,4,4,5,3,2,6,3,4,5,1,1,4,32
"2359",66651,1,4,5,1,5,4,5,2,3,3,2,2,3,5,5,3,4,3,3,4,4,4,4,6,4,2,4,22
"2360",66653,3,4,5,1,5,5,4,5,2,6,5,4,1,5,3,4,5,1,2,6,4,2,3,4,4,1,3,20
"2361",66657,2,6,6,6,6,5,6,6,3,1,1,1,6,6,5,1,1,2,2,2,6,4,4,6,2,2,5,33
